nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,orientation_sexuelle,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Mcclain,Michelle,62,161.2,70.3,H,oui,aucun,Île-de-France,non,oui,het,2,292.8,1325,marié,,0.58,2024-08-14,,10000.0,14314.527543998847
Sharp,Robert,62,162.1,63.1,H,non,master,Corse,non,oui,het,1,217.0,2730,célibataire,2.0,0.0,2023-06-22,603.0,10000.0,3198.112179176898
Scott,Robert,19,157.5,67.5,H,non,master,Île-de-France,oui,oui,het,-1,243.5,2752,veuf,,0.89,2024-04-17,,706.54,5717.797160669662
Johnson,Rachel,65,176.4,65.0,H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,het,0,182.0,2966,divorcé,2.0,0.19,2020-11-16,787.0,963.68,26667.913502058873
Scott,Jacob,19,165.8,75.2,H,non,bac+2,Hauts-de-France,non,oui,het,1,318.1,4148,marié,1.0,0.46,2020-08-12,604.0,10000.0,20173.63786946189
Long,Jeremy,60,178.7,50.0,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,het,2,250.7,1204,,,0.41,2023-06-17,,10000.0,4299.279943608412
Brown,Vanessa,48,174.4,71.4,F,oui,bac+2,Hauts-de-France,oui,oui,het,0,278.4,670,veuf,,0.89,2023-12-10,,,500.0
Brown,Sierra,48,164.5,84.4,F,oui,bac,Provence-Alpes-Côte d’Azur,non,non,het,4,376.6,1797,célibataire,,0.3,2023-11-06,,1187.61,500.0
Young,Luis,67,172.6,73.6,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,het,1,277.3,3558,célibataire,,0.37,2022-05-21,384.0,,16308.541136602807
Sullivan,Jessica,20,173.4,67.5,H,non,bac+2,Occitanie,non,oui,het,2,171.3,1844,,3.0,0.66,2022-10-07,,5000.0,10060.032298074726
Perez,Noah,55,146.2,54.2,F,non,doctorat,Corse,non,oui,het,2,249.6,2539,célibataire,,0.22,2021-07-08,676.0,,15749.55779259705
Welch,Marcus,28,174.9,59.3,F,oui,bac+2,Bretagne,oui,oui,het,3,285.9,976,célibataire,,0.24,2021-04-21,555.0,5000.0,5647.63778518307
Jimenez,Betty,54,154.1,85.0,H,non,aucun,Normandie,non,non,het,1,207.7,5036,veuf,,0.6,2021-08-25,778.0,5000.0,500.0
Jacobs,Bethany,61,172.3,72.4,H,oui,aucun,Bretagne,non,non,het,4,140.1,3468,célibataire,,0.03,2021-12-30,455.0,,500.0
Smith,Sarah,26,161.6,83.8,H,oui,bac,Corse,non,oui,het,3,385.9,2035,,,0.45,2025-04-07,,5000.0,500.0
Morrow,Anthony,39,156.3,86.0,H,non,bac,Île-de-France,non,oui,het,2,338.5,2673,marié,3.0,0.43,2022-04-09,656.0,5000.0,12071.838057760751
Cain,Ernest,18,168.5,63.3,F,non,bac,Bretagne,non,non,het,3,425.7,1476,marié,2.0,0.38,2021-02-23,,866.47,500.0
Hall,Courtney,48,171.8,83.8,H,non,bac,Provence-Alpes-Côte d’Azur,non,non,het,0,185.2,3196,,3.0,0.97,2020-06-12,758.0,5000.0,500.0
Davidson,Derek,69,166.8,38.9,H,non,bac+2,Bretagne,non,non,het,0,331.1,3245,divorcé,,0.43,2022-07-20,745.0,10000.0,500.0
Moore,Elizabeth,27,169.7,41.8,F,non,master,Île-de-France,non,non,het,2,401.3,2757,célibataire,,0.34,2022-10-31,,880.15,500.0
Stanley,Lisa,26,173.1,90.6,F,oui,bac,Bretagne,oui,non,hom,2,199.9,2021,veuf,,0.13,2022-03-26,379.0,603.0,500.0
Haynes,Rebecca,46,182.5,46.0,H,non,bac+2,Corse,oui,non,het,4,271.5,3478,célibataire,4.0,0.13,2020-03-17,,10000.0,500.0
Murphy,Sarah,64,155.9,78.6,F,oui,bac+2,Bretagne,non,non,het,2,247.8,3686,marié,5.0,0.7,2020-04-25,,,3757.9975010101957
Tanner,Andrew,72,154.0,66.9,F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,het,0,452.1,2474,marié,4.0,0.24,2023-01-19,,,500.0
Smith,Jay,42,165.2,77.0,H,oui,master,Auvergne-Rhône-Alpes,non,oui,het,2,251.9,2537,veuf,,0.21,2024-12-07,,,32047.342246314878
Smith,Richard,73,184.9,86.1,H,non,bac,Hauts-de-France,oui,non,het,1,294.0,2188,,,0.2,2020-06-07,,1018.4,500.0
Brown,John,37,157.7,100.6,F,non,bac+2,Normandie,non,oui,het,3,187.3,4618,,,0.26,2022-03-19,658.0,-203.03,14724.783691512557
Joseph,Joseph,70,164.6,85.9,H,oui,aucun,Normandie,oui,non,het,1,347.2,3320,veuf,,0.38,2024-01-14,,5000.0,500.0
Wong,Sarah,36,171.7,60.1,H,oui,doctorat,Corse,non,oui,het,0,344.6,4571,,0.0,0.36,2022-04-16,313.0,,21940.88327414301
Johnson,Valerie,54,153.0,88.2,F,non,master,Provence-Alpes-Côte d’Azur,non,non,het,2,253.4,500,marié,,0.78,2022-04-08,768.0,,500.0
Lowe,Christine,30,168.9,99.2,F,non,master,Hauts-de-France,oui,non,het,2,408.1,1800,marié,2.0,0.65,2023-08-12,,,500.0
Miles,Jonathan,24,165.3,69.8,F,non,bac,Normandie,non,oui,het,2,126.6,2044,veuf,0.0,0.44,2020-11-17,,,500.0
Brandt,Margaret,54,187.7,67.4,F,non,aucun,Auvergne-Rhône-Alpes,non,non,het,2,233.0,3362,célibataire,3.0,0.69,2020-12-10,315.0,1135.66,500.0
Johnson,Carol,68,178.5,64.4,H,oui,aucun,Occitanie,oui,oui,het,-1,290.3,4731,veuf,5.0,0.27,2021-10-04,491.0,943.96,500.0
Mcdonald,Sean,71,170.0,57.4,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,het,0,179.1,2007,divorcé,0.0,0.36,2022-12-31,644.0,5000.0,25455.9431158923
Turner,John,49,157.8,79.4,H,oui,aucun,Hauts-de-France,oui,oui,het,4,429.6,2007,,2.0,0.88,2020-03-11,,5000.0,6574.222289702924
Cantu,Christopher,18,171.2,86.9,H,non,bac,Normandie,non,oui,het,2,270.3,2515,veuf,,0.84,2020-04-03,369.0,5000.0,6022.404980502274
Watson,Leslie,29,173.8,62.6,F,oui,master,Hauts-de-France,non,oui,het,1,176.7,4696,veuf,5.0,0.76,2024-03-11,800.0,10000.0,31086.511649512726
Frank,Marissa,53,161.3,92.0,F,non,bac,Corse,oui,oui,hom,3,130.1,2407,veuf,3.0,0.36,2025-01-17,,10000.0,500.0
Johnson,Jennifer,30,163.8,59.5,F,oui,bac+2,Normandie,non,non,het,2,27.8,500,célibataire,,0.39,2025-02-04,731.0,,500.0
Lewis,Anna,73,172.1,66.0,F,oui,aucun,Bretagne,non,oui,het,-1,187.9,3082,veuf,1.0,0.54,2020-09-18,,5000.0,6699.587799402342
Harrison,Justin,19,168.4,59.2,F,non,master,Normandie,non,oui,het,3,-18.8,2632,veuf,,0.53,2024-03-01,591.0,,15034.62718126475
Henderson,Joseph,57,169.4,53.5,H,oui,bac,Corse,oui,non,het,2,255.1,901,,,0.95,2025-01-14,,10000.0,500.0
Smith,Elizabeth,35,163.3,55.2,F,non,aucun,Corse,non,oui,hom,0,190.3,1869,veuf,3.0,0.79,2020-03-28,,5000.0,500.0
Carson,Norma,26,175.6,55.1,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,het,1,322.5,2461,divorcé,,0.28,2023-02-02,700.0,,15542.315598900788
Mcdonald,Carmen,63,173.6,74.4,F,oui,aucun,Île-de-France,oui,non,het,0,264.5,748,marié,,0.86,2022-09-09,,888.23,500.0
Carpenter,Lori,56,160.4,67.4,H,oui,doctorat,Occitanie,oui,non,het,1,225.0,3339,célibataire,,0.74,2022-11-07,,,9745.465821307644
Brown,Andrew,59,162.2,50.2,F,non,doctorat,Hauts-de-France,non,non,het,3,81.7,2930,veuf,,0.49,2024-07-11,386.0,,500.0
Mcintosh,Jennifer,51,168.9,80.1,F,non,master,Normandie,oui,oui,het,0,325.7,5913,veuf,0.0,0.85,2021-01-12,519.0,5000.0,500.0
Johnson,Lee,29,180.8,75.0,F,oui,aucun,Bretagne,oui,non,het,2,256.6,2955,célibataire,,0.93,2020-03-25,359.0,10000.0,500.0
Johnson,Susan,45,157.9,84.8,H,oui,bac+2,Hauts-de-France,non,oui,het,2,95.9,2484,divorcé,,0.09,2020-10-09,637.0,10000.0,29515.850277775357
Berger,Kelly,46,172.5,48.6,F,non,aucun,Normandie,oui,oui,het,1,209.1,3093,divorcé,1.0,0.01,2022-09-11,,,500.0
Garcia,Dana,61,178.6,66.3,H,oui,doctorat,Occitanie,non,oui,het,0,63.2,3587,,,0.83,2024-04-23,422.0,,18485.753677291897
Coleman,Linda,47,163.4,88.7,H,non,doctorat,Auvergne-Rhône-Alpes,oui,non,het,0,64.4,956,veuf,,0.21,2022-10-29,557.0,621.77,500.0
Nelson,Steven,24,170.5,87.5,H,oui,aucun,Hauts-de-France,oui,oui,het,4,123.6,1688,,3.0,0.34,2023-07-17,,,10668.311052549338
Lewis,Sean,31,182.4,60.1,F,non,aucun,Provence-Alpes-Côte d’Azur,non,non,het,1,165.0,500,marié,5.0,0.46,2025-03-18,,5000.0,500.0
Perez,Jessica,44,170.2,71.1,H,oui,master,Auvergne-Rhône-Alpes,oui,non,het,2,374.3,2804,,1.0,0.24,2021-02-18,589.0,772.35,500.0
Jackson,Tammy,61,151.5,67.6,F,non,bac,Bretagne,non,oui,het,0,228.1,2990,marié,,0.39,2023-12-22,,10000.0,500.0
Thompson,Paul,73,179.8,36.3,H,non,aucun,Occitanie,non,non,het,1,197.8,2779,célibataire,,0.03,2021-06-05,302.0,377.42,500.0
Cuevas,Anna,63,172.4,52.8,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,het,4,40.5,4639,marié,2.0,0.38,2021-03-05,657.0,10000.0,30726.641777840476
Anderson,Susan,54,177.0,81.6,F,non,doctorat,Normandie,oui,oui,het,2,184.7,4473,célibataire,,0.46,2022-11-30,403.0,5000.0,24320.374137294406
Hudson,Beth,71,167.7,103.0,F,non,bac,Hauts-de-France,non,oui,het,0,405.4,1092,veuf,,0.87,2024-05-18,,,500.0
Mendoza,Jessica,22,190.3,86.4,F,oui,bac+2,Île-de-France,non,non,het,1,273.1,4445,marié,,0.62,2021-06-09,,5000.0,4703.940567465579
Shannon,Matthew,20,175.6,71.1,F,oui,bac,Occitanie,oui,non,het,2,264.2,3313,divorcé,2.0,0.56,2023-08-10,,10000.0,500.0
Riley,Jeremy,37,153.7,62.8,H,oui,aucun,Île-de-France,non,non,het,2,320.3,2931,divorcé,,0.65,2022-03-08,,,500.0
Ortega,Gail,73,181.9,60.3,H,oui,doctorat,Hauts-de-France,non,non,het,2,281.3,1487,veuf,1.0,0.47,2023-06-04,771.0,5000.0,500.0
Rivera,Cheryl,51,181.7,57.2,F,non,aucun,Hauts-de-France,oui,non,het,2,224.2,3392,divorcé,2.0,0.36,2022-11-03,,5000.0,500.0
Parker,Eric,39,167.9,47.3,F,non,master,Auvergne-Rhône-Alpes,oui,oui,het,0,262.2,4249,célibataire,,0.99,2021-09-19,,,3354.0612615702903
Odonnell,Stacey,47,159.8,57.6,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,het,3,246.1,2994,célibataire,,0.06,2022-10-27,,,1002.3572408077936
Gonzalez,John,34,190.6,65.1,H,non,bac,Hauts-de-France,non,non,het,1,389.0,3491,veuf,,0.09,2022-05-01,,1030.93,500.0
Martin,Sonya,23,168.6,54.8,F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,het,0,325.6,3369,célibataire,,0.96,2023-10-26,,10000.0,6335.428805285282
Barnes,Jake,73,189.8,64.7,F,non,bac,Normandie,non,non,het,2,298.7,2518,marié,5.0,0.85,2021-06-24,611.0,10000.0,500.0
Weaver,Angela,56,151.6,56.1,F,oui,doctorat,Normandie,oui,oui,het,1,426.9,3023,célibataire,,0.62,2021-03-10,,431.56,9143.465151318078
Martinez,Yvonne,18,172.4,76.7,H,oui,bac,Bretagne,oui,oui,hom,3,427.8,1930,célibataire,1.0,0.45,2023-08-12,,5000.0,14572.351198135411
Cooley,Melissa,63,178.7,50.0,F,non,bac+2,Hauts-de-France,oui,non,het,2,172.2,1144,célibataire,,0.29,2025-05-09,393.0,10000.0,500.0
Ortega,David,74,156.6,61.7,F,oui,aucun,Corse,non,oui,het,2,100.2,2484,,3.0,0.74,2022-06-16,,5000.0,500.0
Cannon,Patricia,66,172.6,77.5,F,oui,bac+2,Île-de-France,oui,non,het,2,286.6,1447,célibataire,,0.6,2020-09-10,,50.53,500.0
Orozco,Shawn,20,176.2,75.7,H,non,aucun,Hauts-de-France,oui,non,het,2,351.0,2136,célibataire,,0.73,2022-12-15,725.0,10000.0,500.0
Tran,Jonathan,42,161.5,71.2,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,het,3,371.1,3751,célibataire,4.0,0.61,2024-07-29,384.0,,29795.832138997044
Evans,Danielle,62,182.6,69.7,H,non,bac,Auvergne-Rhône-Alpes,oui,oui,het,3,359.6,4066,marié,4.0,0.32,2021-03-24,,,18583.050382637262
Harvey,Chris,20,181.0,63.8,F,oui,master,Île-de-France,non,oui,het,2,349.6,564,,4.0,0.96,2024-12-08,550.0,626.12,22620.347143456664
Schmitt,Heather,68,160.7,99.9,F,oui,bac+2,Auvergne-Rhône-Alpes,non,non,het,4,237.2,1750,,,0.78,2020-09-24,,,4389.931854907763
Johnson,Timothy,43,193.6,65.8,H,non,doctorat,Normandie,non,non,het,2,328.5,5051,,0.0,0.45,2022-05-04,,,6375.137589688704
Hartman,Taylor,50,149.7,66.8,H,oui,bac,Provence-Alpes-Côte d’Azur,non,non,het,1,310.7,1550,,,0.24,2020-11-04,316.0,5000.0,500.0
Nguyen,Eric,35,156.2,48.4,F,oui,bac+2,Hauts-de-France,non,non,het,1,295.6,1112,célibataire,3.0,0.29,2020-06-10,,336.97,500.0
Washington,Jacob,56,159.6,95.6,F,oui,doctorat,Hauts-de-France,non,oui,hom,0,319.4,608,marié,3.0,0.44,2021-05-22,,10000.0,4809.01136075152
Rivera,Megan,73,172.3,56.0,H,non,doctorat,Auvergne-Rhône-Alpes,non,non,hom,1,277.7,1890,divorcé,,0.42,2024-07-17,348.0,10000.0,1344.429470751635
Dyer,Tara,68,180.4,60.7,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,hom,1,405.3,1369,,0.0,0.49,2021-08-22,703.0,5000.0,2581.7394115779002
Webb,Nicholas,34,172.1,51.8,F,non,bac+2,Occitanie,oui,non,het,2,68.5,3657,veuf,3.0,0.52,2024-12-16,,,500.0
Hood,Kenneth,32,197.2,70.9,F,oui,master,Hauts-de-France,non,non,het,2,178.9,2485,,3.0,0.86,2023-10-02,439.0,,500.0
Bell,Rebecca,41,170.6,85.3,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,3,187.4,2898,divorcé,5.0,0.26,2020-04-16,,10000.0,28497.60897043308
Adams,Jennifer,61,179.0,70.0,F,non,aucun,Corse,non,oui,het,1,312.3,3318,célibataire,1.0,0.22,2024-10-02,,5000.0,500.0
Young,Jessica,18,188.6,63.2,F,oui,bac+2,Occitanie,oui,oui,het,1,232.1,1872,veuf,,0.81,2021-12-29,777.0,5000.0,6668.383132891095
Pennington,Michael,73,181.6,58.3,F,oui,doctorat,Normandie,non,oui,hom,-1,163.8,1216,,,0.64,2021-11-08,505.0,,500.0
Odom,Joshua,65,167.2,58.7,F,oui,doctorat,Corse,oui,non,het,2,259.7,3096,veuf,1.0,0.8,2020-02-01,,5000.0,500.0
White,Patrick,19,183.7,69.2,H,oui,bac+2,Corse,oui,oui,het,3,155.4,1712,divorcé,2.0,0.04,2021-02-05,507.0,,4086.8757942718844
Norman,Jerry,67,184.2,53.7,H,non,bac,Auvergne-Rhône-Alpes,oui,non,het,3,293.1,2572,veuf,0.0,0.88,2024-07-24,,5000.0,500.0
Sullivan,Margaret,24,179.3,74.2,F,oui,aucun,Bretagne,non,non,hom,2,398.3,3511,,,0.84,2021-01-01,523.0,,500.0
Hall,Vicki,63,176.2,75.0,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,het,3,124.1,1938,célibataire,2.0,0.26,2022-10-31,522.0,,15945.845941278989
Hernandez,Haley,40,187.5,75.0,H,oui,bac+2,Île-de-France,non,non,het,2,302.4,781,,2.0,0.77,2021-06-15,,,500.0
Nguyen,Diana,62,179.2,77.9,H,non,bac,Bretagne,non,non,het,1,83.1,2836,célibataire,3.0,0.14,2022-11-02,332.0,10000.0,500.0
Powers,Bradley,71,158.3,58.6,H,oui,master,Normandie,non,non,het,0,283.9,2612,célibataire,,0.46,2021-11-10,347.0,729.84,500.0
Williams,John,27,167.2,81.8,H,oui,bac,Bretagne,oui,non,het,3,170.0,2124,célibataire,,0.34,2025-02-16,,592.2,500.0
Preston,Kelly,60,185.3,53.1,F,oui,master,Occitanie,oui,oui,het,3,113.5,925,marié,,0.79,2021-08-13,710.0,1266.75,15167.490046850453
Allen,Christina,36,159.8,74.1,H,non,bac,Hauts-de-France,non,non,het,2,118.7,3877,veuf,4.0,0.54,2022-11-03,825.0,,500.0
Hernandez,Douglas,70,164.5,48.2,F,non,aucun,Normandie,oui,non,het,0,249.7,2544,marié,5.0,0.95,2020-01-19,,796.21,500.0
Hall,Wayne,22,175.7,64.8,F,non,doctorat,Normandie,oui,oui,het,2,201.8,5002,marié,4.0,0.27,2022-08-27,,5000.0,20429.17525003172
Jackson,Melissa,18,172.3,55.9,H,non,aucun,Auvergne-Rhône-Alpes,non,oui,het,2,166.2,1417,,,0.67,2023-05-12,,10000.0,1298.7854480030794
Moore,Briana,44,188.8,74.7,F,oui,master,Provence-Alpes-Côte d’Azur,oui,non,het,4,243.5,3219,marié,,0.02,2021-10-27,,,500.0
Hill,Sara,75,179.0,80.5,H,oui,bac+2,Hauts-de-France,oui,oui,het,2,208.3,775,veuf,,0.59,2022-02-16,,10000.0,500.0
Bright,Courtney,30,163.4,71.8,H,non,doctorat,Normandie,non,oui,het,2,364.1,2828,divorcé,,0.44,2020-04-10,,,22913.433275848285
Clarke,Deborah,27,171.9,79.9,F,oui,aucun,Corse,oui,oui,het,2,230.1,3474,marié,,0.6,2023-09-22,,695.37,500.0
Morales,Bryce,44,164.6,62.1,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,het,3,302.7,3273,veuf,,0.05,2024-02-07,,5000.0,500.0
Pearson,Aaron,41,153.1,56.6,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,hom,1,429.4,2369,,0.0,0.51,2023-05-25,491.0,5000.0,500.0
Holmes,Kimberly,51,169.1,80.7,H,oui,bac+2,Corse,non,oui,het,3,175.7,1775,célibataire,5.0,0.54,2024-07-01,,,7083.810429774837
Vargas,Regina,20,165.4,69.9,H,oui,master,Île-de-France,non,oui,het,2,213.7,2202,veuf,,0.94,2022-07-07,,493.14,29325.481285049354
Pennington,Jeffrey,68,165.6,74.9,F,non,master,Occitanie,non,oui,het,4,248.7,835,veuf,,0.44,2021-04-24,637.0,5000.0,21126.233188553564
Little,Jamie,40,170.1,79.6,F,non,master,Provence-Alpes-Côte d’Azur,non,non,het,3,299.3,3097,,0.0,0.5,2024-11-27,603.0,10000.0,500.0
Wilson,Joshua,50,179.0,61.7,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,het,0,306.1,2164,divorcé,,0.94,2022-05-01,,1295.66,500.0
Hansen,John,34,160.7,79.8,F,non,aucun,Corse,oui,oui,hom,0,217.9,2956,célibataire,,0.72,2024-03-18,366.0,530.38,500.0
Gonzalez,Mason,64,173.1,83.6,H,oui,master,Île-de-France,oui,oui,het,1,293.0,2235,,,0.5,2021-09-01,,10000.0,14288.020411097119
Boyd,Gary,27,171.5,62.1,H,oui,doctorat,Normandie,oui,oui,het,1,224.2,5009,,3.0,0.06,2022-10-21,,10000.0,12975.524515873962
Rose,Megan,29,179.6,94.6,F,non,doctorat,Bretagne,non,non,het,3,429.9,758,,3.0,0.64,2021-09-28,,10000.0,1870.2603638995174
Wallace,Robert,72,163.2,61.4,H,non,master,Occitanie,oui,oui,het,0,309.0,3725,,5.0,0.86,2024-06-26,674.0,658.87,11938.779563591164
Wilson,Melissa,29,176.5,58.9,H,non,bac+2,Hauts-de-France,non,oui,het,1,292.9,1893,célibataire,,0.67,2022-04-17,,1158.71,3707.601665796735
Berry,Erin,50,169.2,66.9,F,non,aucun,Normandie,non,non,het,1,145.4,2808,divorcé,,0.21,2024-01-06,569.0,5000.0,500.0
Turner,Daniel,69,177.5,60.9,H,oui,master,Occitanie,oui,non,het,0,310.3,3221,marié,,0.66,2024-04-29,,633.28,500.0
Mullen,James,40,168.8,55.7,H,oui,bac,Île-de-France,oui,oui,het,1,222.6,3370,veuf,,0.65,2022-04-09,763.0,10000.0,19732.98778275672
Thompson,Melissa,51,160.9,66.7,H,oui,bac+2,Bretagne,oui,non,het,3,402.3,1915,,,0.37,2023-01-24,345.0,939.02,500.0
Gomez,Samuel,70,181.2,67.9,H,non,aucun,Bretagne,non,oui,het,3,201.4,3660,,,0.34,2022-10-26,781.0,5000.0,29845.911689527715
Jones,Diane,38,170.2,91.1,H,oui,bac+2,Corse,non,non,het,0,188.2,3548,veuf,,0.45,2020-11-03,321.0,5000.0,500.0
Douglas,April,38,196.0,74.5,F,non,aucun,Hauts-de-France,oui,non,het,2,270.8,3924,célibataire,,0.55,2021-08-14,751.0,,500.0
Lindsey,Cassidy,61,179.2,73.2,H,non,master,Auvergne-Rhône-Alpes,oui,oui,hom,0,319.6,3213,veuf,0.0,0.53,2024-07-12,848.0,10000.0,16403.29441274787
Richardson,Mark,37,167.5,81.8,F,oui,aucun,Île-de-France,oui,oui,het,2,129.6,1849,célibataire,,0.19,2022-06-12,,10000.0,500.0
Norris,Justin,57,168.9,77.1,H,non,doctorat,Hauts-de-France,oui,oui,het,2,73.5,1340,marié,,0.09,2021-10-11,525.0,10000.0,585.439107684478
Howard,Christian,62,170.9,49.3,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,hom,3,265.1,2817,veuf,,0.09,2023-01-03,,5000.0,15118.605927324314
Branch,Ronald,53,185.6,70.2,F,oui,master,Occitanie,non,non,het,2,347.7,1955,,0.0,0.43,2021-08-17,657.0,5000.0,500.0
Mejia,Hannah,18,171.0,81.0,H,non,master,Hauts-de-France,oui,non,het,1,302.4,3679,divorcé,5.0,0.7,2024-05-21,,10000.0,500.0
Mercado,Kevin,50,173.4,81.6,F,non,bac+2,Corse,oui,oui,het,1,39.7,1500,veuf,,0.18,2020-04-10,697.0,10000.0,500.0
Ramirez,Matthew,37,167.1,60.8,F,non,master,Corse,non,oui,het,1,177.4,2022,célibataire,3.0,0.73,2023-07-17,,,8190.2175799833185
Perez,Karina,32,164.7,87.4,H,oui,doctorat,Normandie,non,non,het,0,268.2,3343,divorcé,4.0,0.91,2021-02-21,438.0,10000.0,4057.840584185196
Harrington,Emma,19,161.8,70.9,H,non,master,Normandie,oui,non,het,2,168.1,3313,célibataire,4.0,0.63,2025-02-03,404.0,,500.0
Perez,Elizabeth,47,175.2,73.5,F,oui,master,Île-de-France,non,oui,het,1,227.6,1374,divorcé,,0.32,2024-12-26,,759.38,18235.737475739978
Ochoa,Kristen,20,161.5,93.6,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,het,4,335.3,3202,célibataire,,0.59,2024-11-20,764.0,10000.0,44156.73134104888
Crawford,Nancy,43,177.9,85.6,F,oui,master,Corse,non,non,het,2,247.0,2315,veuf,,0.98,2024-01-26,527.0,10000.0,500.0
Wolfe,Nicole,23,172.3,67.2,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,het,3,320.8,5836,,,0.31,2021-06-02,,,25599.577011192265
Dean,Karl,42,174.2,67.3,F,oui,doctorat,Hauts-de-France,oui,oui,het,1,243.5,3843,divorcé,2.0,0.64,2025-04-16,,10000.0,12545.38347718194
Odonnell,Joshua,21,166.6,103.0,H,oui,bac,Occitanie,non,non,het,0,281.4,1644,célibataire,1.0,0.62,2022-02-17,,568.05,500.0
Cunningham,Christopher,58,167.8,62.9,H,non,aucun,Auvergne-Rhône-Alpes,oui,non,het,1,254.7,2937,veuf,0.0,0.44,2021-01-29,,10000.0,500.0
Tran,Robert,63,169.7,77.4,H,oui,master,Île-de-France,oui,oui,het,-1,199.0,1647,marié,1.0,0.24,2021-02-06,310.0,301.0,3767.297420804164
Hanson,Rachel,27,171.9,70.9,F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,het,0,304.6,3057,divorcé,4.0,0.13,2022-08-11,551.0,,500.0
Jackson,Daniel,54,170.1,40.7,H,oui,bac+2,Occitanie,oui,non,het,4,124.9,549,veuf,,0.29,2025-06-10,,,500.0
Price,Ryan,49,165.8,56.2,H,oui,bac,Corse,non,oui,het,0,212.1,2478,marié,1.0,0.43,2025-05-21,,5000.0,500.0
Schaefer,Rodney,46,180.0,67.1,H,oui,bac+2,Normandie,non,oui,het,3,242.0,2347,célibataire,5.0,0.06,2025-03-08,334.0,5000.0,19162.106861858116
Cole,Kelly,51,180.5,89.2,F,non,doctorat,Hauts-de-France,oui,non,het,0,291.8,1661,célibataire,,0.07,2020-02-27,,,500.0
Matthews,Raymond,63,161.8,66.4,F,non,master,Occitanie,non,oui,het,1,396.8,1964,célibataire,,0.64,2020-11-11,,5000.0,4027.9773066124853
Miller,Edward,72,174.2,90.5,F,oui,master,Auvergne-Rhône-Alpes,non,non,het,1,379.2,1787,veuf,,0.76,2021-06-05,,735.71,500.0
Webb,James,65,170.4,54.7,F,oui,bac,Occitanie,non,non,het,2,187.2,3862,marié,,0.14,2023-06-24,378.0,5000.0,500.0
Romero,James,72,171.6,60.9,F,non,master,Corse,non,non,het,2,240.8,1161,célibataire,5.0,0.51,2023-03-15,,5000.0,500.0
Moore,Margaret,43,178.2,58.4,F,non,bac+2,Corse,non,non,het,2,349.7,2459,,2.0,0.39,2023-02-02,492.0,,500.0
Stone,Jacqueline,58,151.6,59.0,H,oui,doctorat,Normandie,oui,oui,het,1,322.0,2292,,,0.52,2023-08-31,533.0,980.93,12063.20864014199
Rodriguez,Samantha,68,178.2,95.4,F,oui,master,Bretagne,oui,non,het,4,243.8,1901,divorcé,1.0,0.6,2024-05-26,,5000.0,500.0
Mata,Christine,53,173.4,74.9,H,oui,bac+2,Corse,oui,oui,het,2,119.2,2911,,1.0,0.34,2022-03-12,695.0,5000.0,11532.641762852374
Richmond,William,64,167.4,90.6,F,oui,master,Corse,non,oui,het,1,399.9,2831,divorcé,3.0,0.86,2020-03-15,,,18503.521521395836
Lyons,Phillip,55,165.7,59.1,F,oui,bac+2,Corse,oui,non,het,3,124.0,4025,divorcé,,0.72,2021-05-03,523.0,10000.0,500.0
Patterson,Michelle,56,179.9,83.9,F,oui,master,Normandie,non,oui,het,3,184.7,4417,célibataire,4.0,0.35,2024-07-11,,10000.0,27480.42652619946
Mcneil,Jennifer,34,170.1,67.9,H,oui,bac+2,Normandie,non,non,het,2,237.2,1694,veuf,,0.95,2022-06-18,,,500.0
Sanders,Larry,43,182.7,83.1,F,non,master,Occitanie,non,oui,het,1,413.5,1666,célibataire,4.0,0.84,2024-12-16,,10000.0,7673.070942104837
Gonzales,Kenneth,66,176.8,67.8,H,non,doctorat,Hauts-de-France,oui,oui,het,1,149.1,856,,1.0,0.92,2021-04-08,628.0,10000.0,500.0
Delacruz,Brian,58,162.7,66.0,F,non,master,Bretagne,non,non,het,2,420.9,2909,,2.0,0.51,2021-11-11,,10000.0,500.0
